DOC9351 1:-0.488998 2:-0.537712 3:-0.518756 4:-0.368373 5:0.0335019 6:0.296735 7:0.214134 8:0.319372 9:-0.217565 10:-0.269464 11:0.218122 12:0.460408 13:0.137637 14:0.382578 15:0.368116 16:-0.744647
DOC9352 1:-0.546678 2:-0.452983 3:-0.247106 4:-0.230614 5:-0.306324 6:0.221726 7:0.188488 8:0.411537 9:-0.138853 10:-0.465657 11:0.414123 12:0.205203 13:0.351321 14:0.292874 15:0.614106 16:-0.704078
DOC9353 1:-0.45507 2:-0.569345 3:-0.445896 4:-0.296633 5:0.00346906 6:0.316713 7:0.129224 8:0.346931 9:-0.216536 10:-0.284314 11:0.305197 12:0.325904 13:0.116864 14:0.234327 15:0.489155 16:-0.799566
DOC9354 1:-0.596282 2:-0.312581 3:-0.347928 4:-0.286529 5:-0.148997 6:0.465195 7:0.193148 8:0.356791 9:0.0383406 10:-0.487964 11:0.31484 12:0.457806 13:0.241495 14:0.47428 15:0.437551 16:-0.879808
DOC9355 1:-0.569977 2:-0.579512 3:-0.287026 4:-0.384308 5:0.00093866 6:0.542704 7:0.00847424 8:0.407442 9:-0.0427041 10:-0.397146 11:0.407828 12:0.477568 13:0.035188 14:0.326193 15:0.548199 16:-0.708761
DOC9356 1:-0.651231 2:-0.400939 3:-0.376554 4:-0.141212 5:-0.0479509 6:0.215677 7:0.0335484 8:0.453791 9:0.257195 10:-0.588878 11:0.500696 12:0.25458 13:0.130459 14:0.298917 15:0.491577 16:-0.56219
DOC9357 1:-0.538782 2:-0.341969 3:-0.265047 4:-0.210897 5:0.114831 6:0.309304 7:0.1756 8:0.313414 9:-0.0469913 10:-0.294789 11:0.468499 12:0.41367 13:0.188079 14:0.451756 15:0.59267 16:-0.790036
DOC9358 1:-0.468232 2:-0.45977 3:-0.198108 4:-0.214076 5:-0.0908366 6:0.423677 7:0.209364 8:0.655564 9:-0.0626882 10:-0.460049 11:0.415735 12:0.27754 13:0.248349 14:0.241204 15:0.592931 16:-0.651003
DOC9359 1:-0.471942 2:-0.611841 3:-0.289554 4:-0.189331 5:0.0507159 6:0.432506 7:0.256103 8:0.511753 9:-0.107021 10:-0.361109 11:0.496343 12:0.233042 13:0.102393 14:0.385132 15:0.366902 16:-0.576904
DOC9360 1:-0.646059 2:-0.344036 3:-0.311296 4:-0.329512 5:0.0537846 6:0.360048 7:0.349365 8:0.550985 9:-0.0164415 10:-0.485066 11:0.668345 12:0.38524 13:0.108279 14:0.281951 15:0.487313 16:-0.766324
DOC9361 1:-0.410186 2:-0.631326 3:-0.257759 4:-0.143831 5:-0.251244 6:0.305128 7:0.163853 8:0.41383 9:-0.0675245 10:-0.540188 11:0.337953 12:0.395542 13:0.398563 14:0.399909 15:0.576575 16:-0.764569
DOC9362 1:-0.582487 2:-0.712557 3:-0.265122 4:-0.388504 5:-0.0640058 6:0.380755 7:0.129965 8:0.35846 9:-0.0228023 10:-0.464681 11:0.49147 12:0.423851 13:0.343416 14:0.372465 15:0.650189 16:-0.688494
DOC9363 1:-0.650392 2:-0.481324 3:-0.26023 4:-0.277646 5:-0.10387 6:0.293507 7:0.113151 8:0.4712 9:-0.0107358 10:-0.374902 11:0.588021 12:0.335847 13:0.101513 14:0.506737 15:0.52984 16:-0.735722
DOC9364 1:-0.580348 2:-0.623101 3:-0.441462 4:-0.316962 5:-0.0509933 6:0.396856 7:0.141169 8:0.471637 9:-0.113397 10:-0.193677 11:0.438126 12:0.372732 13:0.107386 14:0.466 15:0.497804 16:-0.78616
DOC9365 1:-0.507181 2:-0.629427 3:-0.312001 4:-0.322512 5:-0.0341408 6:0.604607 7:0.0486433 8:0.382235 9:-0.0594518 10:-0.490972 11:0.573735 12:0.280337 13:0.125801 14:0.39348 15:0.555672 16:-0.712919
DOC9366 1:-0.758265 2:-0.56844 3:-0.4038 4:-0.283317 5:-0.0700632 6:0.478004 7:0.168903 8:0.48005 9:-0.155759 10:-0.543861 11:0.418088 12:0.297821 13:0.207961 14:0.334528 15:0.419135 16:-0.662316
DOC9367 1:-0.486844 2:-0.498608 3:-0.395376 4:-0.139107 5:-0.0501496 6:0.415522 7:0.200035 8:0.655835 9:-0.0637074 10:-0.407497 11:0.289771 12:0.447822 13:0.324869 14:0.331139 15:0.436245 16:-0.647824
DOC9368 1:-0.673503 2:-0.568702 3:-0.298258 4:-0.342345 5:-0.0211271 6:0.461972 7:0.129145 8:0.357263 9:0.0121507 10:-0.362766 11:0.427715 12:0.390192 13:0.171552 14:0.342216 15:0.635605 16:-0.798051
DOC9369 1:-0.739938 2:-0.470777 3:-0.519276 4:-0.354108 5:0.083649 6:0.273534 7:0.150698 8:0.324426 9:-0.147869 10:-0.464101 11:0.474915 12:0.599748 13:0.167358 14:0.40395 15:0.571741 16:-0.718093
DOC9370 1:-0.514667 2:-0.476447 3:-0.39379 4:-0.259042 5:-0.066665 6:0.522966 7:0.203761 8:0.372884 9:-0.0544926 10:-0.466511 11:0.420107 12:0.394503 13:0.221942 14:0.492767 15:0.373157 16:-0.680449
DOC9371 1:-0.39626 2:-0.631986 3:-0.329887 4:-0.232676 5:-0.0646897 6:0.289294 7:0.027152 8:0.415353 9:-0.0746002 10:-0.332185 11:0.277295 12:0.395716 13:0.257093 14:0.389741 15:0.441343 16:-0.807701
DOC9372 1:-0.611479 2:-0.417526 3:-0.217031 4:0.0136459 5:-0.0394764 6:0.383135 7:0.295359 8:0.532304 9:-0.15004 10:-0.148517 11:0.555531 12:0.292508 13:0.134087 14:0.443486 15:0.57938 16:-0.947543
DOC9373 1:-0.684069 2:-0.501892 3:-0.329679 4:-0.25095 5:0.0608032 6:0.160936 7:0.0809495 8:0.398325 9:-0.192659 10:-0.382861 11:0.243819 12:0.432809 13:0.255888 14:0.216642 15:0.524119 16:-0.760416
DOC9374 1:-0.638913 2:-0.60393 3:-0.105634 4:-0.265151 5:0.0133248 6:0.44575 7:0.192017 8:0.472288 9:0.0143035 10:-0.319196 11:0.714875 12:0.264618 13:0.107086 14:0.330205 15:0.542465 16:-0.753527
DOC9375 1:-0.653994 2:-0.621504 3:-0.561883 4:-0.132481 5:-0.020256 6:0.31573 7:0.133682 8:0.427463 9:-0.128449 10:-0.512454 11:0.605328 12:0.217012 13:0.310441 14:0.481566 15:0.43558 16:-0.765482
DOC9376 1:-0.684892 2:-0.669621 3:-0.501617 4:-0.326762 5:0.0195303 6:0.362054 7:0.3739 8:0.419451 9:-0.208705 10:-0.247748 11:0.496489 12:0.169822 13:0.105566 14:0.411567 15:0.599455 16:-0.771624
DOC9377 1:-0.626048 2:-0.624018 3:-0.245659 4:-0.232479 5:-0.173771 6:0.425649 7:0.234543 8:0.377462 9:-0.00489336 10:-0.480859 11:0.67633 12:0.1179 13:-0.0581703 14:0.496415 15:0.535179 16:-0.585949
DOC9378 1:-0.607538 2:-0.445687 3:-0.446521 4:-0.254842 5:-0.0952465 6:0.418029 7:-0.0226444 8:0.446337 9:-0.117179 10:-0.553545 11:0.375453 12:0.209125 13:-0.125537 14:0.524077 15:0.447918 16:-0.771921
DOC9379 1:-0.697613 2:-0.671465 3:-0.328506 4:-0.459089 5:0.0488341 6:0.333318 7:0.194638 8:0.33922 9:0.0610712 10:-0.379254 11:0.678659 12:0.505202 13:0.170739 14:0.471863 15:0.541286 16:-0.76686
DOC9380 1:-0.651129 2:-0.587083 3:-0.26675 4:-0.320736 5:0.202886 6:0.220007 7:0.128 8:0.471126 9:-0.216823 10:-0.440616 11:0.471617 12:0.191462 13:0.105304 14:0.270774 15:0.537704 16:-0.587599
DOC9381 1:-0.356434 2:-0.515493 3:-0.100441 4:-0.260681 5:0.0881544 6:0.444691 7:0.160324 8:0.395281 9:0.0565623 10:-0.506472 11:0.541131 12:0.30196 13:0.174904 14:0.535138 15:0.429911 16:-0.625482
DOC9382 1:-0.560052 2:-0.557455 3:-0.355949 4:-0.200296 5:-0.157486 6:0.342738 7:0.0898972 8:0.51048 9:-0.0507564 10:-0.377081 11:0.539674 12:0.279145 13:0.176677 14:0.381206 15:0.551171 16:-0.726418
DOC9383 1:-0.569092 2:-0.265308 3:-0.472353 4:-0.388498 5:-0.15139 6:0.280298 7:0.167278 8:0.391025 9:0.108925 10:-0.434929 11:0.624749 12:0.43358 13:-0.0368959 14:0.397413 15:0.489072 16:-0.783698
DOC9384 1:-0.637169 2:-0.593191 3:-0.261985 4:-0.142325 5:-0.00154052 6:0.511874 7:0.226048 8:0.120664 9:0.115108 10:-0.472197 11:0.338689 12:0.634044 13:0.104478 14:0.388799 15:0.452719 16:-0.694302
DOC9385 1:-0.717324 2:-0.508948 3:-0.353533 4:-0.3381 5:0.0797631 6:0.479617 7:0.233172 8:0.575681 9:-0.00210976 10:-0.384903 11:0.394326 12:0.467742 13:-0.0285987 14:0.449212 15:0.720024 16:-0.856206
DOC9386 1:-0.639714 2:-0.675824 3:-0.482667 4:-0.100793 5:0.0568129 6:0.484859 7:0.119264 8:0.498581 9:-0.180134 10:-0.285008 11:0.289148 12:0.470854 13:0.139901 14:0.40688 15:0.420938 16:-0.616392
DOC9387 1:-0.824189 2:-0.665176 3:-0.32644 4:-0.278308 5:-0.180279 6:0.261715 7:0.166429 8:0.417582 9:0.0748093 10:-0.388597 11:0.507105 12:0.36082 13:0.12088 14:0.4414 15:0.382998 16:-0.630104
DOC9388 1:-0.54968 2:-0.43645 3:-0.240043 4:-0.194258 5:0.0126703 6:0.294857 7:0.200577 8:0.453758 9:-0.0365703 10:-0.379479 11:0.224633 12:0.20298 13:0.14357 14:0.519983 15:0.46128 16:-0.813904
DOC9389 1:-0.648397 2:-0.555357 3:-0.162687 4:-0.154076 5:-0.0861156 6:0.343606 7:0.0102259 8:0.458585 9:0.0271118 10:-0.246755 11:0.575899 12:0.717617 13:0.0636166 14:0.358553 15:0.586659 16:-0.791936
DOC9390 1:-0.642048 2:-0.593287 3:-0.314401 4:-0.243942 5:-0.110239 6:0.143695 7:0.254264 8:0.343819 9:-0.0779011 10:-0.451197 11:0.628169 12:0.457634 13:0.138928 14:0.363764 15:0.586339 16:-0.697746
DOC9391 1:-0.667401 2:-0.393157 3:-0.387455 4:-0.194872 5:-0.00384666 6:0.445978 7:0.124615 8:0.357742 9:-0.0391471 10:-0.471052 11:0.339974 12:0.252891 13:0.332567 14:0.4311 15:0.378071 16:-0.686341
DOC9392 1:-0.463444 2:-0.554761 3:-0.347366 4:-0.130501 5:-0.0350965 6:0.456813 7:0.0134655 8:0.211314 9:0.0670359 10:-0.364836 11:0.340144 12:0.30856 13:0.136384 14:0.523999 15:0.593827 16:-0.768608
DOC9393 1:-0.666788 2:-0.643991 3:-0.203337 4:-0.249499 5:-0.160026 6:0.385118 7:0.0901379 8:0.392664 9:-0.142933 10:-0.462495 11:0.328815 12:0.383875 13:0.197345 14:0.392315 15:0.507706 16:-0.903594
DOC9394 1:-0.389824 2:-0.563748 3:-0.397052 4:-0.169388 5:-0.0743423 6:0.432585 7:0.209807 8:0.508575 9:-0.00974642 10:-0.369777 11:0.409634 12:0.445574 13:0.238335 14:0.427104 15:0.34439 16:-0.875901
DOC9395 1:-0.630604 2:-0.688921 3:-0.130259 4:-0.348469 5:-0.265441 6:0.350167 7:0.15372 8:0.318912 9:-0.0336585 10:-0.321259 11:0.613175 12:0.278946 13:0.0451577 14:0.333833 15:0.540835 16:-0.749255
DOC9396 1:-0.7678 2:-0.349509 3:-0.379588 4:-0.205567 5:-0.182761 6:0.384859 7:0.0918765 8:0.161261 9:-0.105161 10:-0.369553 11:0.377218 12:0.391482 13:0.23555 14:0.446081 15:0.48112 16:-0.75713
DOC9397 1:-0.785189 2:-0.497922 3:-0.184359 4:-0.243152 5:-0.154718 6:0.47018 7:0.203224 8:0.355474 9:-0.0207165 10:-0.397281 11:0.523385 12:0.287006 13:0.0211934 14:0.415928 15:0.523325 16:-0.614292
DOC9398 1:-0.670304 2:-0.472143 3:-0.380834 4:-0.387199 5:0.0177628 6:0.458958 7:0.135361 8:0.50318 9:-0.0915798 10:-0.349186 11:0.608299 12:0.414672 13:0.117534 14:0.509611 15:0.644825 16:-0.780307
DOC9399 1:-0.248104 2:-0.583098 3:-0.503669 4:-0.142359 5:0.00822454 6:0.426991 7:0.183431 8:0.315806 9:-0.211036 10:-0.467419 11:0.511314 12:0.34092 13:0.262825 14:0.53215 15:0.640429 16:-0.624759
DOC9400 1:-0.503605 2:-0.527031 3:-0.468757 4:-0.102195 5:-0.0422901 6:0.41986 7:0.365271 8:0.451247 9:-0.356946 10:-0.437891 11:0.569364 12:0.33688 13:0.272251 14:0.567704 15:0.378601 16:-0.957621
DOC9401 1:-0.587639 2:-0.461148 3:-0.296396 4:-0.334555 5:-0.0693459 6:0.361784 7:0.136864 8:0.321817 9:-0.118714 10:-0.477768 11:0.389749 12:0.513396 13:0.273434 14:0.354293 15:0.517568 16:-0.920556
DOC9402 1:-0.497945 2:-0.532543 3:-0.446894 4:-0.125172 5:0.0837272 6:0.347542 7:0.180322 8:0.379536 9:-0.0796466 10:-0.225875 11:0.623797 12:0.333724 13:0.133917 14:0.420298 15:0.459608 16:-0.687113
DOC9403 1:-0.555525 2:-0.348911 3:-0.525787 4:-0.169425 5:-0.0421816 6:0.1423 7:0.346993 8:0.500884 9:0.000649868 10:-0.347617 11:0.569915 12:0.286699 13:0.152682 14:0.26177 15:0.579532 16:-0.769225
DOC9404 1:-0.662768 2:-0.41129 3:-0.323405 4:-0.223541 5:-0.171736 6:0.330122 7:0.110182 8:0.426652 9:0.116394 10:-0.351714 11:0.419213 12:0.427805 13:0.00809381 14:0.422122 15:0.594595 16:-0.778811
DOC9405 1:-0.489347 2:-0.47372 3:-0.225575 4:-0.255905 5:-0.0884565 6:0.216579 7:0.21712 8:0.435809 9:0.0184944 10:-0.484755 11:0.502918 12:0.402526 13:0.207801 14:0.290918 15:0.767359 16:-0.789377
DOC9406 1:-0.603607 2:-0.555097 3:-0.33655 4:-0.34997 5:0.00510281 6:0.41038 7:0.166392 8:0.253438 9:-0.0471305 10:-0.314311 11:0.412614 12:0.398965 13:0.167562 14:0.525461 15:0.484838 16:-0.665523
DOC9407 1:-0.490758 2:-0.284161 3:-0.446685 4:-0.404162 5:-0.171341 6:0.379435 7:0.189906 8:0.566886 9:-0.0118693 10:-0.352012 11:0.574608 12:0.346648 13:0.119533 14:0.397618 15:0.420668 16:-0.556734
DOC9408 1:-0.438334 2:-0.446693 3:-0.286669 4:-0.143232 5:0.0448282 6:0.368255 7:0.237994 8:0.418188 9:0.0140222 10:-0.45383 11:0.491165 12:0.229377 13:0.162496 14:0.449723 15:0.309876 16:-0.633682
DOC9409 1:-0.569043 2:-0.453821 3:-0.47339 4:-0.174911 5:0.0339822 6:0.26552 7:0.242681 8:0.489075 9:-0.100182 10:-0.3922 11:0.381884 12:0.40776 13:0.27738 14:0.43899 15:0.576151 16:-0.676098
DOC9410 1:-0.624834 2:-0.633413 3:-0.406094 4:-0.287974 5:-0.238641 6:0.416594 7:0.196096 8:0.384467 9:-0.171565 10:-0.383171 11:0.503746 12:0.525304 13:0.244997 14:0.603342 15:0.410124 16:-0.812485
DOC9411 1:-0.397617 2:-0.438662 3:-0.368796 4:-0.240606 5:-0.118882 6:0.432896 7:0.12554 8:0.3399 9:-0.10231 10:-0.43215 11:0.319846 12:0.427062 13:0.0810279 14:0.235189 15:0.580644 16:-0.819874
DOC9412 1:-0.476037 2:-0.411349 3:-0.29907 4:-0.180566 5:-0.0251765 6:0.220888 7:0.263309 8:0.237204 9:-0.187003 10:-0.404423 11:0.653026 12:0.232492 13:0.125324 14:0.462577 15:0.443454 16:-0.730081
DOC9413 1:-0.607907 2:-0.476675 3:-0.357334 4:-0.407655 5:-0.0125085 6:0.416712 7:0.141886 8:0.270258 9:-0.0624787 10:-0.518973 11:0.41863 12:0.572125 13:0.067404 14:0.496614 15:0.468066 16:-0.559509
DOC9414 1:-0.530893 2:-0.619301 3:-0.496106 4:-0.276503 5:-0.145574 6:0.412635 7:0.210723 8:0.223587 9:0.170409 10:-0.439187 11:0.426608 12:0.332759 13:0.13266 14:0.444976 15:0.56177 16:-0.844839
DOC9415 1:-0.743415 2:-0.388473 3:-0.210655 4:-0.122893 5:-0.0504339 6:0.526009 7:0.291281 8:0.612171 9:-0.00295153 10:-0.373849 11:0.382946 12:0.349571 13:-0.00817244 14:0.389661 15:0.645428 16:-0.520288
DOC9416 1:-0.467361 2:-0.497461 3:-0.42226 4:-0.0981086 5:-0.143774 6:0.346143 7:0.229635 8:0.307814 9:-0.146538 10:-0.221392 11:0.511077 12:0.331559 13:0.333165 14:0.44841 15:0.375287 16:-0.67278
DOC9417 1:-0.638512 2:-0.515406 3:-0.308138 4:-0.138203 5:-0.0180969 6:0.317218 7:0.0402514 8:0.345708 9:0.0350385 10:-0.352809 11:0.210741 12:0.47173 13:0.120635 14:0.398738 15:0.368066 16:-0.947344
DOC9418 1:-0.554828 2:-0.557224 3:-0.37604 4:-0.28211 5:0.120009 6:0.287379 7:0.132304 8:0.496158 9:-0.0812057 10:-0.477467 11:0.30423 12:0.237311 13:0.239834 14:0.407564 15:0.588244 16:-0.752724
DOC9419 1:-0.775727 2:-0.483975 3:-0.298993 4:-0.386083 5:-0.211532 6:0.368189 7:0.150298 8:0.336124 9:-0.0301416 10:-0.308505 11:0.456047 12:0.38139 13:0.131886 14:0.283326 15:0.502045 16:-0.783801
DOC9420 1:-0.631222 2:-0.449972 3:-0.352273 4:-0.236734 5:-0.107254 6:0.379128 7:0.293701 8:0.38613 9:-0.0855068 10:-0.459872 11:0.388298 12:0.2071 13:0.0385124 14:0.43692 15:0.404776 16:-0.908927
DOC9421 1:-0.661717 2:-0.271261 3:-0.502626 4:-0.282718 5:0.163725 6:0.358466 7:0.15944 8:0.433703 9:0.00435771 10:-0.528079 11:0.59057 12:0.593141 13:0.385904 14:0.311888 15:0.567173 16:-0.671342
DOC9422 1:-0.492834 2:-0.523253 3:-0.376936 4:-0.231075 5:-0.110999 6:0.342082 7:0.0419002 8:0.254603 9:-0.065733 10:-0.246612 11:0.404996 12:0.131693 13:0.246169 14:0.477366 15:0.586817 16:-0.772395
DOC9423 1:-0.548572 2:-0.582791 3:-0.34322 4:-0.073756 5:0.00436961 6:0.437678 7:0.234566 8:0.382674 9:-0.0270345 10:-0.391794 11:0.476434 12:0.551985 13:0.0657252 14:0.343674 15:0.545712 16:-0.778431
DOC9424 1:-0.55785 2:-0.693088 3:-0.295926 4:-0.129166 5:-0.0850415 6:0.384403 7:0.199401 8:0.288956 9:-0.0850944 10:-0.325939 11:0.289714 12:0.355681 13:0.322717 14:0.429715 15:0.535626 16:-0.649622
DOC9425 1:-0.518449 2:-0.484022 3:-0.439461 4:-0.355322 5:0.051797 6:0.203884 7:0.19225 8:0.551309 9:-0.0815215 10:-0.425405 11:0.486653 12:0.267209 13:0.169364 14:0.392445 15:0.411643 16:-0.491178
DOC9426 1:-0.547998 2:-0.270208 3:-0.290713 4:-0.404567 5:-0.118497 6:0.409543 7:0.241448 8:0.293884 9:0.0414486 10:-0.225739 11:0.503268 12:0.281331 13:0.0895756 14:0.381718 15:0.572777 16:-0.72878
DOC9427 1:-0.423776 2:-0.420713 3:-0.185821 4:-0.384924 5:-0.0787184 6:0.391103 7:0.431871 8:0.415281 9:-0.0539925 10:-0.505411 11:0.473194 12:0.130742 13:0.0728979 14:0.420172 15:0.311592 16:-0.75806
DOC9428 1:-0.675479 2:-0.2082 3:-0.376947 4:-0.282775 5:-0.15385 6:0.30308 7:0.303114 8:0.278961 9:-0.0400297 10:-0.337982 11:0.338216 12:0.465941 13:0.0336394 14:0.434812 15:0.536832 16:-0.890426
DOC9429 1:-0.498227 2:-0.505728 3:-0.243251 4:-0.230603 5:-0.196581 6:0.425993 7:0.283002 8:0.285356 9:0.0658701 10:-0.428722 11:0.498297 12:0.371559 13:0.249461 14:0.553992 15:0.627599 16:-0.754236
DOC9430 1:-0.551997 2:-0.407435 3:-0.206237 4:-0.0876936 5:-0.0860248 6:0.507001 7:0.0152887 8:0.323771 9:0.0239709 10:-0.278352 11:0.350816 12:0.361763 13:0.217833 14:0.358402 15:0.552264 16:-0.74467
DOC9431 1:-0.547982 2:-0.578644 3:-0.455028 4:-0.121237 5:0.0588534 6:0.413518 7:0.052817 8:0.288157 9:-0.117761 10:-0.65239 11:0.441682 12:0.273168 13:0.141823 14:0.183868 15:0.383268 16:-0.637728
DOC9432 1:-0.707051 2:-0.404512 3:-0.327923 4:-0.227062 5:0.0658135 6:0.329231 7:0.0858434 8:0.224853 9:-0.0365471 10:-0.435968 11:0.365674 12:0.358036 13:0.47323 14:0.260931 15:0.661508 16:-0.798601
DOC9433 1:-0.50367 2:-0.331972 3:-0.0981186 4:-0.313971 5:0.0671926 6:0.477311 7:0.12949 8:0.441537 9:-0.15052 10:-0.416673 11:0.320319 12:0.304124 13:0.129454 14:0.266341 15:0.441802 16:-0.71585
DOC9434 1:-0.526137 2:-0.603802 3:-0.449242 4:-0.292662 5:-0.0455827 6:0.373439 7:0.318685 8:0.514433 9:0.0834526 10:-0.364571 11:0.466461 12:0.446901 13:0.250176 14:0.396469 15:0.510974 16:-0.644709
DOC9435 1:-0.599237 2:-0.534274 3:-0.29805 4:-0.171534 5:-0.048357 6:0.422747 7:0.209746 8:0.422716 9:-0.0470268 10:-0.307257 11:0.665205 12:0.344796 13:0.0417307 14:0.375268 15:0.52349 16:-0.867545
DOC9436 1:-0.609441 2:-0.378932 3:-0.271 4:-0.207721 5:-0.102979 6:0.326927 7:0.281713 8:0.465637 9:-0.0446476 10:-0.187694 11:0.35565 12:0.21578 13:0.0665451 14:0.606254 15:0.563425 16:-0.747626
DOC9437 1:-0.334877 2:-0.471798 3:-0.335698 4:-0.345011 5:-0.131937 6:0.217355 7:0.415573 8:0.449383 9:0.0197144 10:-0.334938 11:0.438297 12:0.217711 13:0.145672 14:0.31546 15:0.628102 16:-0.725395
DOC9438 1:-0.525635 2:-0.484854 3:-0.486411 4:-0.304234 5:-0.0451158 6:0.448555 7:0.296553 8:0.529639 9:-0.00897677 10:-0.561559 11:0.296662 12:0.221837 13:0.240912 14:0.442508 15:0.522859 16:-0.58992
DOC9439 1:-0.598493 2:-0.457802 3:-0.261925 4:-0.419981 5:-0.0909366 6:0.406455 7:0.0927146 8:0.553073 9:-0.0739495 10:-0.269661 11:0.323168 12:0.317741 13:0.133071 14:0.337163 15:0.428595 16:-0.535666
DOC9440 1:-0.480494 2:-0.582853 3:-0.36555 4:-0.181911 5:0.148605 6:0.500808 7:0.306749 8:0.398529 9:0.0551487 10:-0.224771 11:0.501675 12:0.156126 13:-0.0578173 14:0.341107 15:0.474133 16:-0.687007
DOC9441 1:-0.645178 2:-0.636468 3:-0.37932 4:-0.430333 5:-0.0739939 6:0.330564 7:0.256893 8:0.449317 9:-0.0728993 10:-0.388106 11:0.474302 12:0.191855 13:0.0767601 14:0.452033 15:0.355582 16:-0.902761
DOC9442 1:-0.611768 2:-0.289801 3:-0.428074 4:-0.112468 5:-0.150862 6:0.269884 7:0.15339 8:0.479798 9:-0.0254621 10:-0.523499 11:0.417827 12:0.263733 13:0.305607 14:0.523305 15:0.384187 16:-0.816433
DOC9443 1:-0.619712 2:-0.579082 3:-0.386473 4:-0.109814 5:-0.036239 6:0.277201 7:0.235427 8:0.45855 9:0.0821733 10:-0.340811 11:0.306234 12:0.337688 13:0.0907108 14:0.425852 15:0.66715 16:-0.554548
DOC9444 1:-0.69485 2:-0.32896 3:-0.35909 4:-0.135275 5:-0.0817602 6:0.375208 7:0.313939 8:0.343439 9:-0.0722521 10:-0.29311 11:0.557069 12:0.161319 13:0.0751581 14:0.581666 15:0.452414 16:-0.633911
DOC9445 1:-0.58382 2:-0.508999 3:-0.373431 4:-0.00643292 5:-0.171885 6:0.326241 7:0.346488 8:0.320193 9:-0.0281859 10:-0.339616 11:0.275239 12:0.350704 13:0.0808531 14:0.394139 15:0.56472 16:-0.621351
DOC9446 1:-0.59461 2:-0.439139 3:-0.5497 4:-0.35951 5:-0.0288196 6:0.35853 7:0.217083 8:0.382065 9:0.0169018 10:-0.486708 11:0.365878 12:0.520132 13:0.0343736 14:0.573227 15:0.290976 16:-0.662315
DOC9447 1:-0.667523 2:-0.533024 3:-0.345476 4:-0.231869 5:-0.0708308 6:0.306336 7:0.38712 8:0.435805 9:-0.144885 10:-0.401652 11:0.72966 12:0.442992 13:0.216189 14:0.411273 15:0.361577 16:-0.616641
DOC9448 1:-0.499229 2:-0.537871 3:-0.417646 4:-0.433015 5:-0.00583226 6:0.271699 7:0.234569 8:0.300029 9:0.0473917 10:-0.0226204 11:0.421314 12:0.336881 13:0.189755 14:0.407488 15:0.601657 16:-0.816589
DOC9449 1:-0.559739 2:-0.524248 3:-0.379152 4:-0.349898 5:-0.135296 6:0.406212 7:0.136674 8:0.49028 9:-0.0491006 10:-0.262247 11:0.416859 12:0.259629 13:-0.00101264 14:0.593616 15:0.807997 16:-0.792272
DOC9450 1:-0.626876 2:-0.543779 3:-0.217215 4:-0.27303 5:-0.0264788 6:0.369937 7:0.0730331 8:0.342924 9:-0.0767979 10:-0.34077 11:0.372044 12:0.32876 13:0.286579 14:0.472639 15:0.534229 16:-0.703806
DOC9451 1:-0.483295 2:-0.586437 3:-0.294614 4:-0.196176 5:-0.0802203 6:0.456729 7:0.139873 8:0.476288 9:0.0908489 10:-0.388183 11:0.310958 12:0.386907 13:0.105176 14:0.399026 15:0.574899 16:-0.964313
DOC9452 1:-0.480203 2:-0.585535 3:-0.307289 4:-0.230741 5:-0.0368911 6:0.53773 7:0.328872 8:0.27225 9:-0.211065 10:-0.191632 11:0.556688 12:0.182068 13:0.16289 14:0.25043 15:0.62462 16:-0.721954
DOC9453 1:-0.767303 2:-0.490771 3:-0.258033 4:-0.250256 5:-0.157296 6:0.458061 7:0.224929 8:0.225211 9:-0.0144346 10:-0.277085 11:0.416889 12:0.124809 13:0.149707 14:0.301073 15:0.439092 16:-0.845746
DOC9454 1:-0.532856 2:-0.533884 3:-0.392072 4:-0.205768 5:-0.10316 6:0.425926 7:0.235923 8:0.282079 9:-0.0583562 10:-0.395591 11:0.497796 12:0.20068 13:0.384549 14:0.567316 15:0.409678 16:-0.801941
DOC9455 1:-0.435053 2:-0.355141 3:-0.324571 4:-0.347884 5:0.0690515 6:0.315175 7:0.0909825 8:0.476845 9:-0.0470938 10:-0.328978 11:0.373889 12:0.368573 13:0.208601 14:0.436763 15:0.520392 16:-0.701687
DOC9456 1:-0.786681 2:-0.396344 3:-0.172219 4:-0.408323 5:-0.0041976 6:0.305105 7:0.143618 8:0.411305 9:-0.164112 10:-0.243183 11:0.475432 12:0.379862 13:0.171128 14:0.398165 15:0.299492 16:-0.852113
DOC9457 1:-0.50947 2:-0.605927 3:-0.375968 4:-0.213849 5:-0.0223078 6:0.381528 7:0.155065 8:0.329267 9:-0.0695232 10:-0.390092 11:0.589323 12:0.415425 13:0.16941 14:0.297419 15:0.424244 16:-0.750247
DOC9458 1:-0.468473 2:-0.279163 3:-0.397486 4:-0.280591 5:-0.0953733 6:0.378631 7:0.0418592 8:0.487188 9:0.159375 10:-0.380238 11:0.258993 12:0.267558 13:0.168188 14:0.39832 15:0.441272 16:-0.808141
DOC9459 1:-0.587609 2:-0.322573 3:-0.236968 4:-0.164537 5:-0.145531 6:0.313357 7:0.151073 8:0.509052 9:-0.0554961 10:-0.39009 11:0.437798 12:0.408817 13:0.231509 14:0.336473 15:0.609121 16:-0.812545
DOC9460 1:-0.61004 2:-0.563404 3:-0.32716 4:-0.174711 5:-0.00636063 6:0.299811 7:0.2035 8:0.296372 9:-0.125328 10:-0.362218 11:0.387185 12:0.463986 13:0.208821 14:0.380275 15:0.750852 16:-0.745414
