DOC1 1,1:0.0699915
DOC8481 1,1:0.0756448
DOC8482 1,1:0.0893141
DOC8483 1,1:0.0804642
DOC8484 1,1:0.0857541
DOC8485 1,1:0.0773133
DOC8486 1,1:0.0765996
DOC8487 1,1:0.0701492
DOC8488 1,1:0.0846016
DOC8489 1,1:0.0709011
DOC8490 1,1:0.087898
DOC8491 1,1:0.0767424
DOC8492 1,1:0.0858987
DOC8493 1,1:0.0714137
DOC8494 1,1:0.084457
DOC8495 1,1:0.0915529
DOC8496 1,1:0.0727416
DOC8497 1,1:0.0897798
DOC8498 1,1:0.0816347
DOC8499 1,1:0.0779629
DOC8500 1,1:0.0794678
DOC8501 1,1:0.0683612
DOC8502 1,1:0.0733586
DOC8503 1,1:0.0772016
DOC8504 1,1:0.072227
DOC8505 1,1:0.076502
DOC8506 1,1:0.0796874
DOC8507 1,1:0.0729429
DOC8508 1,1:0.0771555
DOC8509 1,1:0.0765132
DOC8510 1,1:0.0714606
DOC8511 1,1:0.0718084
DOC8512 1,1:0.0843328
DOC8513 1,1:0.0923615
DOC8514 1,1:0.0752594
DOC8515 1,1:0.0777835
DOC8516 1,1:0.0810368
DOC8517 1,1:0.086927
DOC8518 1,1:0.0729114
DOC8519 1,1:0.0860144
DOC8520 1,1:0.0781341
DOC8521 1,1:0.0890775
DOC8522 1,1:0.0829645
DOC8523 1,1:0.0913394
DOC8524 1,1:0.0798108
DOC8525 1,1:0.0744547
DOC8526 1,1:0.0781671
DOC8527 1,1:0.0854378
DOC8528 1,1:0.0811073
DOC8529 1,1:0.0880711
DOC8530 1,1:0.0772375
DOC8531 1,1:0.0893163
DOC8532 1,1:0.0823714
DOC8533 1,1:0.0838104
DOC8534 1,1:0.0783644
DOC8535 1,1:0.0764536
DOC8536 1,1:0.0858839
DOC8537 1,1:0.0721883
DOC8538 1,1:0.0795881
DOC8539 1,1:0.0808579
DOC8540 1,1:0.0835346
DOC8541 1,1:0.0770758
DOC8542 1,1:0.0851302
DOC8543 1,1:0.0814455
DOC8544 1,1:0.0892183
DOC8545 1,1:0.0739341
DOC8546 1,1:0.0815397
DOC8547 1,1:0.0828175
DOC8548 1,1:0.0821003
DOC8549 1,1:0.0681559
DOC8550 1,1:0.0815918
DOC8551 1,1:0.0917519
DOC8552 1,1:0.0698721
DOC8553 1,1:0.0682599
DOC8554 1,1:0.0796669
DOC8555 1,1:0.0883714
DOC8556 1,1:0.0828241
DOC8557 1,1:0.087419
DOC8558 1,1:0.0765777
DOC8559 1,1:0.0618695
DOC8560 1,1:0.0754962
DOC8561 1,1:0.0658439
DOC8562 1,1:0.0708815
DOC8563 1,1:0.0720983
DOC8564 1,1:0.0902277
DOC8565 1,1:0.0810136
DOC8566 1,1:0.0823447
DOC8567 1,1:0.0814293
DOC8568 1,1:0.0845329
DOC8569 1,1:0.0842105
DOC8570 1,1:0.0829691
DOC8571 1,1:0.0790317
DOC8572 1,1:0.0929372
DOC8573 1,1:0.0725696
DOC8574 1,1:0.0821
DOC8575 1,1:0.0886509
DOC8576 1,1:0.0820985
DOC8577 1,1:0.0689385
DOC8578 1,1:0.092186
DOC8579 1,1:0.0853574
DOC8580 1,1:0.0817874
DOC8581 1,1:0.0733446
DOC8582 1,1:0.0799852
DOC8583 1,1:0.0794109
DOC8584 1,1:0.0686867
DOC8585 1,1:0.0812221
DOC8586 1,1:0.0967733
DOC8587 1,1:0.0848653
DOC8588 1,1:0.071844
DOC8589 1,1:0.0751307
DOC8590 1,1:0.0676392
DOC8591 1,1:0.070205
DOC8592 1,1:0.0773997
DOC8593 1,1:0.0829995
DOC8594 1,1:0.0760405
DOC8595 1,1:0.0788917
DOC8596 1,1:0.0797126
DOC8597 1,1:0.0959612
DOC8598 1,1:0.0852115
DOC8599 1,1:0.0763203
DOC8600 1,1:0.0794228
DOC8601 1,1:0.0891075
DOC8602 1,1:0.0849321
DOC8603 1,1:0.0678448
DOC8604 1,1:0.0839872
DOC8605 1,1:0.0871063
DOC8606 1,1:0.0858326
DOC8607 1,1:0.0916654
DOC8608 1,1:0.0879087
DOC8609 1,1:0.0757132
DOC8610 1,1:0.0772357
DOC8611 1,1:0.0836584
DOC8612 1,1:0.082245
DOC8613 1,1:0.0667016
DOC8614 1,1:0.0757062
DOC8615 1,1:0.0733715
DOC8616 1,1:0.0679963
DOC8617 1,1:0.0736805
DOC8618 1,1:0.0904027
DOC8619 1,1:0.0827555
DOC8620 1,1:0.0803424
DOC8621 1,1:0.0771347
DOC8622 1,1:0.0749677
DOC8623 1,1:0.0718688
DOC8624 1,1:0.0768722
DOC8625 1,1:0.0761855
DOC8626 1,1:0.0751312
DOC8627 1,1:0.0733495
DOC8628 1,1:0.0914181
DOC8629 1,1:0.0792923
DOC8630 1,1:0.0730712
DOC8631 1,1:0.0695009
DOC8632 1,1:0.0835079
DOC8633 1,1:0.0806139
DOC8634 1,1:0.0733207
DOC8635 1,1:0.0730235
DOC8636 1,1:0.0872039
DOC8637 1,1:0.0739029
DOC8638 1,1:0.0659657
DOC8639 1,1:0.0794894
DOC8640 1,1:0.0908854
DOC8641 1,1:0.0924639
DOC8642 1,1:0.072335
DOC8643 1,1:0.0728533
DOC8644 1,1:0.0890108
DOC8645 1,1:0.0819006
DOC8646 1,1:0.083841
DOC8647 1,1:0.0844353
DOC8648 1,1:0.0734372
DOC8649 1,1:0.0705378
DOC8650 1,1:0.0929274
DOC8651 1,1:0.0832758
DOC8652 1,1:0.0847134
DOC8653 1,1:0.0779638
DOC8654 1,1:0.0887147
DOC8655 1,1:0.0817391
DOC8656 1,1:0.0798229
DOC8657 1,1:0.0655217
DOC8658 1,1:0.0801015
DOC8659 1,1:0.0868105
DOC8660 1,1:0.0702385
DOC8661 1,1:0.0802583
DOC8662 1,1:0.0830148
DOC8663 1,1:0.0850984
DOC8664 1,1:0.0742716
DOC8665 1,1:0.0851143
DOC8666 1,1:0.080927
DOC8667 1,1:0.0900363
DOC8668 1,1:0.0675269
DOC8669 1,1:0.0798201
DOC8670 1,1:0.0916458
DOC8671 1,1:0.0814927
DOC8672 1,1:0.0738327
DOC8673 1,1:0.0798533
DOC8674 1,1:0.0937677
DOC8675 1,1:0.086341
DOC8676 1,1:0.0749907
DOC8677 1,1:0.0810229
DOC8678 1,1:0.065999
DOC8679 1,1:0.0726525
DOC8680 1,1:0.0909998
DOC8681 1,1:0.0820197
DOC8682 1,1:0.0879938
DOC8683 1,1:0.0716559
DOC8684 1,1:0.0760003
DOC8685 1,1:0.0825462
DOC8686 1,1:0.0826465
DOC8687 1,1:0.0748414
DOC8688 1,1:0.0806788
DOC8689 1,1:0.0833148
DOC8690 1,1:0.0646251
DOC8691 1,1:0.0661191
DOC8692 1,1:0.0806685
DOC8693 1,1:0.0933753
DOC8694 1,1:0.0893909
DOC8695 1,1:0.0774993
DOC8696 1,1:0.0755799
DOC8697 1,1:0.075701
DOC8698 1,1:0.0848308
DOC8699 1,1:0.077579
DOC8700 1,1:0.0719707
DOC8701 1,1:0.0797212
DOC8702 1,1:0.0715617
DOC8703 1,1:0.0732465
DOC8704 1,1:0.0768309
DOC8705 1,1:0.0882702
DOC8706 1,1:0.0898021
DOC8707 1,1:0.0779743
DOC8708 1,1:0.0750122
DOC8709 1,1:0.0727286
DOC8710 1,1:0.0670046
DOC8711 1,1:0.0770377
DOC8712 1,1:0.0861023
DOC8713 1,1:0.0850636
DOC8714 1,1:0.0675098
DOC8715 1,1:0.0746584
DOC8716 1,1:0.0702522
DOC8717 1,1:0.0790247
DOC8718 1,1:0.0763289
DOC8719 1,1:0.0744622
DOC8720 1,1:0.0950389
DOC8721 1,1:0.0867752
DOC8722 1,1:0.0726869
DOC8723 1,1:0.0696102
DOC8724 1,1:0.0825588
DOC8725 1,1:0.091439
DOC8726 1,1:0.0747977
DOC8727 1,1:0.0767014
DOC8728 1,1:0.0809716
DOC8729 1,1:0.0665524
DOC8730 1,1:0.079041
DOC8731 1,1:0.0729983
DOC8732 1,1:0.0738029
DOC8733 1,1:0.0784917
DOC8734 1,1:0.0763423
DOC8735 1,1:0.0914686
DOC8736 1,1:0.0860412
DOC8737 1,1:0.0715776
DOC8738 1,1:0.0780103
DOC8739 1,1:0.0795645
DOC8740 1,1:0.0848814
DOC8741 1,1:0.0850941
DOC8742 1,1:0.086
DOC8743 1,1:0.0903347
DOC8744 1,1:0.0740422
DOC8745 1,1:0.0883859
DOC8746 1,1:0.0744562
DOC8747 1,1:0.0748931
DOC8748 1,1:0.0833256
DOC8749 1,1:0.086782
DOC8750 1,1:0.0816049
DOC8751 1,1:0.0780423
DOC8752 1,1:0.0757822
DOC8753 1,1:0.0711224
DOC8754 1,1:0.071031
DOC8755 1,1:0.0722813
DOC8756 1,1:0.0829162
DOC8757 1,1:0.0674244
DOC8758 1,1:0.0847291
DOC8759 1,1:0.0785503
DOC8760 1,1:0.0815612
DOC8761 1,1:0.0751827
DOC8762 1,1:0.0811941
DOC8763 1,1:0.0728597
DOC8764 1,1:0.088016
DOC8765 1,1:0.0807848
DOC8766 1,1:0.099102
DOC8767 1,1:0.082099
DOC8768 1,1:0.0787167
DOC8769 1,1:0.0721182
DOC8770 1,1:0.0817592
DOC8771 1,1:0.0747351
DOC8772 1,1:0.081207
DOC8773 1,1:0.0877444
DOC8774 1,1:0.0860957
DOC8775 1,1:0.0760614
DOC8776 1,1:0.0791858
DOC8777 1,1:0.069801
DOC8778 1,1:0.0805946
DOC8779 1,1:0.0759614
DOC8780 1,1:0.0855992
DOC8781 1,1:0.068422
DOC8782 1,1:0.0872184
DOC8783 1,1:0.0914732
DOC8784 1,1:0.0654048
DOC8785 1,1:0.0682484
DOC8786 1,1:0.0840402
DOC8787 1,1:0.070432
DOC8788 1,1:0.0760789
DOC8789 1,1:0.0816568
DOC8790 1,1:0.0723211
DOC8791 1,1:0.0783506
DOC8792 1,1:0.0716437
DOC8793 1,1:0.0956753
DOC8794 1,1:0.0873457
DOC8795 1,1:0.0854952
DOC8796 1,1:0.0768227
DOC8797 1,1:0.073875
DOC8798 1,1:0.082964
DOC8799 1,1:0.0824561
DOC8800 1,1:0.0829043
DOC8801 1,1:0.0939516
DOC8802 1,1:0.077995
DOC8803 1,1:0.0746575
DOC8804 1,1:0.081514
DOC8805 1,1:0.0667513
DOC8806 1,1:0.0813945
DOC8807 1,1:0.0844024
DOC8808 1,1:0.0798599
DOC8809 1,1:0.0773892
DOC8810 1,1:0.0730513
DOC8811 1,1:0.0822342
DOC8812 1,1:0.0705301
DOC8813 1,1:0.0765558
DOC8814 1,1:0.0940484
DOC8815 1,1:0.073297
DOC8816 1,1:0.066266
DOC8817 1,1:0.083234
DOC8818 1,1:0.0716214
DOC8819 1,1:0.0793798
DOC8820 1,1:0.0820501
DOC8821 1,1:0.0760796
DOC8822 1,1:0.0832043
DOC8823 1,1:0.0704412
DOC8824 1,1:0.0839284
DOC8825 1,1:0.0864926
DOC8826 1,1:0.0809639
DOC8827 1,1:0.0751024
DOC8828 1,1:0.0905147
DOC8829 1,1:0.0834653
DOC8830 1,1:0.0803236
DOC8831 1,1:0.0741028
DOC8832 1,1:0.0879186
DOC8833 1,1:0.071144
DOC8834 1,1:0.0935676
DOC8835 1,1:0.0692961
DOC8836 1,1:0.0751983
DOC8837 1,1:0.0760351
DOC8838 1,1:0.0853801
DOC8839 1,1:0.0800774
DOC8840 1,1:0.0762087
DOC8841 1,1:0.0742393
DOC8842 1,1:0.0744691
DOC8843 1,1:0.070351
DOC8844 1,1:0.0874501
DOC8845 1,1:0.0756819
DOC8846 1,1:0.0814949
DOC8847 1,1:0.0881922
DOC8848 1,1:0.0929759
DOC8849 1,1:0.0711183
DOC8850 1,1:0.0736064
DOC8851 1,1:0.0803487
DOC8852 1,1:0.0849247
DOC8853 1,1:0.077579
DOC8854 1,1:0.0856915
DOC8855 1,1:0.0705199
DOC8856 1,1:0.0745867
DOC8857 1,1:0.0706858
DOC8858 1,1:0.0771337
DOC8859 1,1:0.0793834
DOC8860 1,1:0.0712393
DOC8861 1,1:0.0834112
DOC8862 1,1:0.0693504
DOC8863 1,1:0.0865395
DOC8864 1,1:0.0903789
DOC8865 1,1:0.0721219
DOC8866 1,1:0.0845314
DOC8867 1,1:0.0829596
DOC8868 1,1:0.0799533
DOC8869 1,1:0.0862895
DOC8870 1,1:0.070385
DOC8871 1,1:0.0834198
DOC8872 1,1:0.0793012
DOC8873 1,1:0.0863488
DOC8874 1,1:0.0850922
DOC8875 1,1:0.0819021
DOC8876 1,1:0.0830033
DOC8877 1,1:0.0795595
DOC8878 1,1:0.0833943
DOC8879 1,1:0.0844446
DOC8880 1,1:0.0825332
DOC8881 1,1:0.0749862
DOC8882 1,1:0.0757858
DOC8883 1,1:0.0767212
DOC8884 1,1:0.070683
DOC8885 1,1:0.084607
DOC8886 1,1:0.0993471
DOC8887 1,1:0.0873798
DOC8888 1,1:0.102589
DOC8889 1,1:0.0830544
DOC8890 1,1:0.0789192
DOC8891 1,1:0.0771325
DOC8892 1,1:0.0781977
DOC8893 1,1:0.0817666
DOC8894 1,1:0.0918246
DOC8895 1,1:0.0825326
DOC8896 1,1:0.0682561
DOC8897 1,1:0.0747588
DOC8898 1,1:0.0797126
DOC8899 1,1:0.069253
DOC8900 1,1:0.0657166
DOC8901 1,1:0.0765618
DOC8902 1,1:0.0842673
DOC8903 1,1:0.069444
DOC8904 1,1:0.0761599
DOC8905 1,1:0.0816183
DOC8906 1,1:0.0760178
DOC8907 1,1:0.0823316
DOC8908 1,1:0.0942731
DOC8909 1,1:0.0770595
DOC8910 1,1:0.0757088
DOC8911 1,1:0.0810961
DOC8912 1,1:0.0791286
DOC8913 1,1:0.0807894
DOC8914 1,1:0.0839753
DOC8915 1,1:0.0770065
DOC8916 1,1:0.0864917
DOC8917 1,1:0.079908
DOC8918 1,1:0.077391
DOC8919 1,1:0.0756209
DOC8920 1,1:0.0831187
DOC8921 1,1:0.0782089
DOC8922 1,1:0.0949612
DOC8923 1,1:0.0808237
DOC8924 1,1:0.0787953
DOC8925 1,1:0.0758687
DOC8926 1,1:0.0817646
DOC8927 1,1:0.0892141
DOC8928 1,1:0.0940666
DOC8929 1,1:0.0829673
DOC8930 1,1:0.0853119
DOC8931 1,1:0.0829795
DOC8932 1,1:0.0743087
DOC8933 1,1:0.0847129
DOC8934 1,1:0.0912481
DOC8935 1,1:0.0809471
DOC8936 1,1:0.0866491
DOC8937 1,1:0.0892337
DOC8938 1,1:0.074521
DOC8939 1,1:0.0752714
DOC8940 1,1:0.0625597
DOC8941 1,1:0.0822978
DOC8942 1,1:0.0756015
DOC8943 1,1:0.0887951
DOC8944 1,1:0.0750388
DOC8945 1,1:0.0790532
DOC8946 1,1:0.0784828
DOC8947 1,1:0.0815912
DOC8948 1,1:0.0709941
DOC8949 1,1:0.0732732
DOC8950 1,1:0.0730549
DOC8951 1,1:0.0772296
DOC8952 1,1:0.0827714
DOC8953 1,1:0.0776704
DOC8954 1,1:0.0625553
DOC8955 1,1:0.0785787
DOC8956 1,1:0.086349
DOC8957 1,1:0.0757739
DOC8958 1,1:0.0710658
DOC8959 1,1:0.0712243
DOC8960 1,1:0.0723881
DOC8961 1,1:0.0866703
DOC8962 1,1:0.0757109
DOC8963 1,1:0.0712313
DOC8964 1,1:0.0685761
DOC8965 1,1:0.0877783
DOC8966 1,1:0.0874623
DOC8967 1,1:0.0760263
DOC8968 1,1:0.0761778
DOC8969 1,1:0.073083
DOC8970 1,1:0.0875478
DOC8971 1,1:0.0792405
DOC8972 1,1:0.0831615
DOC8973 1,1:0.0594163
DOC8974 1,1:0.101674
DOC8975 1,1:0.0733601
DOC8976 1,1:0.0796725
DOC8977 1,1:0.0820224
DOC8978 1,1:0.0737737
DOC8979 1,1:0.0717405
DOC8980 1,1:0.0832923
DOC8981 1,1:0.0797091
DOC8982 1,1:0.08073
DOC8983 1,1:0.0827724
DOC8984 1,1:0.0828857
DOC8985 1,1:0.0871375
DOC8986 1,1:0.0741655
DOC8987 1,1:0.0737629
DOC8988 1,1:0.066535
DOC8989 1,1:0.0789712
DOC8990 1,1:0.0869591
DOC8991 1,1:0.0789392
DOC8992 1,1:0.0974726
DOC8993 1,1:0.0701014
DOC8994 1,1:0.0742788
DOC8995 1,1:0.0917072
DOC8996 1,1:0.0791936
DOC8997 1,1:0.0877522
DOC8998 1,1:0.0831824
DOC8999 1,1:0.079813
DOC9000 1,1:0.0825029
DOC9001 1,1:0.08432
DOC9002 1,1:0.0815519
DOC9003 1,1:0.0714288
DOC9004 1,1:0.0930027
DOC9005 1,1:0.0828137
DOC9006 1,1:0.0826938
DOC9007 1,1:0.0710256
DOC9008 1,1:0.0817407
DOC9009 1,1:0.090536
DOC9010 1,1:0.0844719
DOC9011 1,1:0.0924339
DOC9012 1,1:0.0744247
DOC9013 1,1:0.0723972
DOC9014 1,1:0.0876873
DOC9015 1,1:0.0704375
DOC9016 1,1:0.0691569
DOC9017 1,1:0.0941432
DOC9018 1,1:0.0891495
DOC9019 1,1:0.083243
DOC9020 1,1:0.0796701
DOC9021 1,1:0.0824736
DOC9022 1,1:0.085799
DOC9023 1,1:0.0971493
DOC9024 1,1:0.0806702
DOC9025 1,1:0.0766345
DOC9026 1,1:0.0793685
DOC9027 1,1:0.0894556
DOC9028 1,1:0.0769174
DOC9029 1,1:0.0846629
DOC9030 1,1:0.095026
DOC9031 1,1:0.0850415
DOC9032 1,1:0.0795683
DOC9033 1,1:0.0783394
DOC9034 1,1:0.0729071
DOC9035 1,1:0.0868112
DOC9036 1,1:0.0761317
DOC9037 1,1:0.0718159
DOC9038 1,1:0.0782396
DOC9039 1,1:0.0717026
DOC9040 1,1:0.0873596
DOC9041 1,1:0.0519765
DOC9042 1,1:0.0866958
DOC9043 1,1:0.0750713
DOC9044 1,1:0.0739071
DOC9045 1,1:0.0857673
DOC9046 1,1:0.0981969
DOC9047 1,1:0.0658585
DOC9048 1,1:0.0778836
DOC9049 1,1:0.0818692
DOC9050 1,1:0.0937617
DOC9051 1,1:0.0838061
DOC9052 1,1:0.0671267
DOC9053 1,1:0.0751992
DOC9054 1,1:0.0847013
DOC9055 1,1:0.0838101
DOC9056 1,1:0.0814279
DOC9057 1,1:0.0820928
DOC9058 1,1:0.0874157
DOC9059 1,1:0.080075
DOC9060 1,1:0.0759168
DOC9061 1,1:0.0820299
DOC9062 1,1:0.071337
DOC9063 1,1:0.0836051
DOC9064 1,1:0.0760948
DOC9065 1,1:0.0730661
DOC9066 1,1:0.0723459
DOC9067 1,1:0.0801784
DOC9068 1,1:0.0886826
DOC9069 1,1:0.097123
DOC9070 1,1:0.0819561
DOC9071 1,1:0.0705485
DOC9072 1,1:0.0736775
DOC9073 1,1:0.0813619
DOC9074 1,1:0.0879041
DOC9075 1,1:0.0762209
DOC9076 1,1:0.0832576
DOC9077 1,1:0.0703172
DOC9078 1,1:0.0891047
DOC9079 1,1:0.0826077
DOC9080 1,1:0.0808962
DOC9081 1,1:0.0749012
DOC9082 1,1:0.0707732
DOC9083 1,1:0.0855766
DOC9084 1,1:0.0806393
DOC9085 1,1:0.085151
DOC9086 1,1:0.0711793
DOC9087 1,1:0.0747925
DOC9088 1,1:0.0825873
DOC9089 1,1:0.0740393
DOC9090 1,1:0.0936626
DOC9091 1,1:0.0869498
DOC9092 1,1:0.0816624
DOC9093 1,1:0.0828251
DOC9094 1,1:0.0835041
DOC9095 1,1:0.0853162
DOC9096 1,1:0.077159
DOC9097 1,1:0.0775325
DOC9098 1,1:0.0982553
DOC9099 1,1:0.0715945
DOC9100 1,1:0.0927319
DOC9101 1,1:0.0739325
DOC9102 1,1:0.0833102
DOC9103 1,1:0.0716956
DOC9104 1,1:0.0802803
DOC9105 1,1:0.0813503
DOC9106 1,1:0.0699196
DOC9107 1,1:0.0706844
DOC9108 1,1:0.0804475
DOC9109 1,1:0.0730596
DOC9110 1,1:0.0756366
DOC9111 1,1:0.0826919
DOC9112 1,1:0.0703502
DOC9113 1,1:0.0871979
DOC9114 1,1:0.0773719
DOC9115 1,1:0.0854888
DOC9116 1,1:0.0790857
DOC9117 1,1:0.0769075
DOC9118 1,1:0.0801783
DOC9119 1,1:0.0807578
DOC9120 1,1:0.0724713
DOC9121 1,1:0.0894454
DOC9122 1,1:0.0766716
DOC9123 1,1:0.0728899
DOC9124 1,1:0.0771914
DOC9125 1,1:0.0898204
DOC9126 1,1:0.0720345
DOC9127 1,1:0.0727127
DOC9128 1,1:0.0798299
DOC9129 1,1:0.0941272
DOC9130 1,1:0.098092
DOC9131 1,1:0.082088
DOC9132 1,1:0.0772061
DOC9133 1,1:0.0763417
DOC9134 1,1:0.0824549
DOC9135 1,1:0.0739185
DOC9136 1,1:0.0773695
DOC9137 1,1:0.0824041
DOC9138 1,1:0.0789397
DOC9139 1,1:0.0798634
DOC9140 1,1:0.0724998
DOC9141 1,1:0.0708896
DOC9142 1,1:0.0760159
DOC9143 1,1:0.0694387
DOC9144 1,1:0.0844897
DOC9145 1,1:0.0913142
DOC9146 1,1:0.0835631
DOC9147 1,1:0.0897297
DOC9148 1,1:0.0738448
DOC9149 1,1:0.0735076
DOC9150 1,1:0.0706731
DOC9151 1,1:0.0817679
DOC9152 1,1:0.0777381
DOC9153 1,1:0.0925922
DOC9154 1,1:0.0841982
DOC9155 1,1:0.0781167
DOC9156 1,1:0.0789221
DOC9157 1,1:0.0794587
DOC9158 1,1:0.099253
DOC9159 1,1:0.0784362
DOC9160 1,1:0.08095
DOC9161 1,1:0.0889453
DOC9162 1,1:0.0891631
DOC9163 1,1:0.0878397
DOC9164 1,1:0.0736872
DOC9165 1,1:0.08193
DOC9166 1,1:0.0787602
DOC9167 1,1:0.0774507
DOC9168 1,1:0.0877903
DOC9169 1,1:0.0848004
DOC9170 1,1:0.0695342
DOC9171 1,1:0.0893747
DOC9172 1,1:0.065596
DOC9173 1,1:0.0778181
DOC9174 1,1:0.0925313
DOC9175 1,1:0.0805277
DOC9176 1,1:0.0818545
DOC9177 1,1:0.0833227
DOC9178 1,1:0.0790371
DOC9179 1,1:0.0755584
DOC9180 1,1:0.085882
DOC9181 1,1:0.0855049
DOC9182 1,1:0.0865293
DOC9183 1,1:0.07705
DOC9184 1,1:0.0947095
DOC9185 1,1:0.0825741
DOC9186 1,1:0.0748916
DOC9187 1,1:0.0902478
DOC9188 1,1:0.0723464
DOC9189 1,1:0.0685625
DOC9190 1,1:0.0785461
DOC9191 1,1:0.072004
DOC9192 1,1:0.0692277
DOC9193 1,1:0.0806961
DOC9194 1,1:0.086287
DOC9195 1,1:0.0741999
DOC9196 1,1:0.076937
DOC9197 1,1:0.0834152
DOC9198 1,1:0.0752804
DOC9199 1,1:0.0811795
DOC9200 1,1:0.0723456
DOC9201 1,1:0.066147
DOC9202 1,1:0.0915485
DOC9203 1,1:0.0813761
DOC9204 1,1:0.0881732
DOC9205 1,1:0.0781534
DOC9206 1,1:0.0750793
DOC9207 1,1:0.0797352
DOC9208 1,1:0.080561
DOC9209 1,1:0.0891926
DOC9210 1,1:0.0730707
DOC9211 1,1:0.0759505
DOC9212 1,1:0.0736811
DOC9213 1,1:0.0770539
DOC9214 1,1:0.0861511
DOC9215 1,1:0.0810552
DOC9216 1,1:0.0893842
DOC9217 1,1:0.064515
DOC9218 1,1:0.0846526
DOC9219 1,1:0.0726781
DOC9220 1,1:0.0707311
DOC9221 1,1:0.0778743
DOC9222 1,1:0.0722928
DOC9223 1,1:0.0835903
DOC9224 1,1:0.0772662
DOC9225 1,1:0.0755251
DOC9226 1,1:0.0932367
DOC9227 1,1:0.0860361
DOC9228 1,1:0.0704904
DOC9229 1,1:0.0768959
DOC9230 1,1:0.0796052
DOC9231 1,1:0.0801572
DOC9232 1,1:0.0825081
DOC9233 1,1:0.0798219
DOC9234 1,1:0.0918468
DOC9235 1,1:0.0830821
DOC9236 1,1:0.0783195
DOC9237 1,1:0.0732126
DOC9238 1,1:0.0708044
DOC9239 1,1:0.0771313
DOC9240 1,1:0.0846977
DOC9241 1,1:0.0862856
DOC9242 1,1:0.093393
DOC9243 1,1:0.0799807
DOC9244 1,1:0.0867793
DOC9245 1,1:0.0932996
DOC9246 1,1:0.0814581
DOC9247 1,1:0.0832439
DOC9248 1,1:0.0836958
DOC9249 1,1:0.0835859
DOC9250 1,1:0.0736754
DOC9251 1,1:0.0722733
DOC9252 1,1:0.0757803
DOC9253 1,1:0.068109
DOC9254 1,1:0.0805934
DOC9255 1,1:0.0767935
DOC9256 1,1:0.0973198
DOC9257 1,1:0.082742
DOC9258 1,1:0.0890717
DOC9259 1,1:0.0871662
DOC9260 1,1:0.0884707
DOC9261 1,1:0.0712153
DOC9262 1,1:0.0888634
DOC9263 1,1:0.0884452
DOC9264 1,1:0.081767
DOC9265 1,1:0.0825155
DOC9266 1,1:0.0811561
DOC9267 1,1:0.0769238
DOC9268 1,1:0.0825672
DOC9269 1,1:0.0845199
DOC9270 1,1:0.0767936
DOC9271 1,1:0.0696812
DOC9272 1,1:0.0796655
DOC9273 1,1:0.0829217
DOC9274 1,1:0.0903415
DOC9275 1,1:0.0826363
DOC9276 1,1:0.0783935
DOC9277 1,1:0.0814761
DOC9278 1,1:0.0761114
DOC9279 1,1:0.0892012
DOC9280 1,1:0.0869859
DOC9281 1,1:0.0756487
DOC9282 1,1:0.0801599
DOC9283 1,1:0.0951455
DOC9284 1,1:0.0734138
DOC9285 1,1:0.0769097
DOC9286 1,1:0.0805922
DOC9287 1,1:0.077592
DOC9288 1,1:0.0688059
DOC9289 1,1:0.0748211
DOC9290 1,1:0.085591
DOC9291 1,1:0.0785542
DOC9292 1,1:0.0813827
DOC9293 1,1:0.0841632
DOC9294 1,1:0.087922
DOC9295 1,1:0.0733037
DOC9296 1,1:0.099765
DOC9297 1,1:0.0803192
DOC9298 1,1:0.0733195
DOC9299 1,1:0.0788274
DOC9300 1,1:0.0754146
DOC9301 1,1:0.0835186
DOC9302 1,1:0.0751259
DOC9303 1,1:0.0837614
DOC9304 1,1:0.0764464
DOC9305 1,1:0.0868038
DOC9306 1,1:0.084387
DOC9307 1,1:0.0753577
DOC9308 1,1:0.082373
DOC9309 1,1:0.0735373
DOC9310 1,1:0.0852009
DOC9311 1,1:0.0828481
DOC9312 1,1:0.079666
DOC9313 1,1:0.0762764
DOC9314 1,1:0.076592
DOC9315 1,1:0.0733225
DOC9316 1,1:0.0754653
DOC9317 1,1:0.0941407
DOC9318 1,1:0.0886536
DOC9319 1,1:0.0855469
DOC9320 1,1:0.0746516
DOC9321 1,1:0.0802485
DOC9322 1,1:0.0769521
DOC9323 1,1:0.0719736
DOC9324 1,1:0.0839011
DOC9325 1,1:0.086321
DOC9326 1,1:0.0759053
DOC9327 1,1:0.0776694
DOC9328 1,1:0.0810566
DOC9329 1,1:0.100809
DOC9330 1,1:0.0919991
DOC9331 1,1:0.0830961
DOC9332 1,1:0.082355
DOC9333 1,1:0.0927511
DOC9334 1,1:0.0719742
DOC9335 1,1:0.0859198
DOC9336 1,1:0.0826354
DOC9337 1,1:0.0837787
DOC9338 1,1:0.0666974
DOC9339 1,1:0.0813416
DOC9340 1,1:0.08799
DOC9341 1,1:0.0721399
DOC9342 1,1:0.0732219
DOC9343 1,1:0.0750224
DOC9344 1,1:0.0770286
DOC9345 1,1:0.0798456
DOC9346 1,1:0.0777313
DOC9347 1,1:0.0851056
DOC9348 1,1:0.0880946
DOC9349 1,1:0.0741112
DOC9350 1,1:0.075973
DOC9351 1,1:0.0862238
DOC9352 1,1:0.0862825
DOC9353 1,1:0.0749514
DOC9354 1,1:0.0808222
DOC9355 1,1:0.0807907
DOC9356 1,1:0.0879199
DOC9357 1,1:0.0774979
DOC9358 1,1:0.0708256
DOC9359 1,1:0.0777854
DOC9360 1,1:0.0710226
